order_id,Month_wise,year_wise,Ship Date,sum_sales,total_profit,Category,Sub-Category,State/Province,Region
US-2021-161662,February,2021,2021-02-09,30.352,10.6232,Office Supplies,Paper,Ohio,East
US-2021-115504,March,2021,2021-03-17,12.96,6.2208,Office Supplies,Paper,Louisiana,South
US-2021-114622,April,2021,2021-04-12,8.904,-6.5296,Office Supplies,Binders,Ohio,East
US-2021-137729,May,2021,2021-05-09,246.168,21.5397,Technology,Phones,California,West
US-2021-113243,June,2021,2021-06-15,1335.68,-217.048,Furniture,Tables,California,West
US-2021-152331,June,2021,2021-06-30,5.304,0.4641,Office Supplies,Art,Illinois,Central
US-2021-100944,September,2021,2021-09-28,563.24,56.324,Furniture,Chairs,California,West
US-2021-124485,November,2021,2021-11-26,18.04,8.774799999999999,Office Supplies,Paper,New York,East
US-2021-156748,November,2021,2021-12-06,496.86,24.843,Office Supplies,Storage,Michigan,Central
US-2021-117660,December,2021,2022-01-04,5.904,1.9926,Office Supplies,Labels,Ohio,East
US-2022-121790,January,2022,2022-02-06,31.68,2.772,Office Supplies,Supplies,Illinois,Central
US-2022-156356,April,2022,2022-04-22,28.942,-49.056599999999996,Office Supplies,Binders,Texas,Central
US-2022-100048,May,2022,2022-05-24,299.97,113.9886,Technology,Accessories,New York,East
US-2022-133102,August,2022,2022-08-24,74.592,-2.1312,Furniture,Chairs,Texas,Central
US-2022-102736,September,2022,2022-09-09,71.96,7.196,Office Supplies,Art,Tennessee,South
US-2022-152898,September,2022,2022-09-15,67.9,20.37,Office Supplies,Appliances,Virginia,South
US-2022-112004,September,2022,2022-09-28,190.896,-42.9516,Office Supplies,Supplies,Pennsylvania,East
US-2022-163160,October,2022,2022-10-16,63.312,20.5764,Office Supplies,Paper,Illinois,Central
US-2022-117079,October,2022,2022-10-27,863.88,107.985,Technology,Phones,Florida,South
US-2022-143658,November,2022,2022-11-13,109.9,32.97,Office Supplies,Art,New York,East
US-2022-155425,November,2022,2022-11-11,239.952,-35.9928,Technology,Accessories,Arizona,West
US-2022-104864,November,2022,2022-11-23,389.056,48.632,Office Supplies,Appliances,Florida,South
US-2022-122595,December,2022,2022-12-20,52.68,19.755,Technology,Phones,Illinois,Central
US-2019-169803,April,2019,2019-04-12,653.55,111.1035,Furniture,Tables,Washington,West
US-2019-114321,August,2019,2019-08-25,20.12,9.2552,Office Supplies,Paper,Virginia,South
US-2019-145212,September,2019,2019-09-19,5.46,1.4742,Office Supplies,Art,New York,East
US-2019-142951,October,2019,2019-10-08,23.472,4.9878,Technology,Accessories,North Carolina,South
US-2019-140396,November,2019,2019-11-25,34.74,17.37,Office Supplies,Envelopes,New York,East
US-2020-106257,April,2020,2020-04-17,479.92,41.993,Technology,Phones,California,West
US-2020-124919,May,2020,2020-06-02,163.9,74.81020000000001,Office Supplies,Paper,California,West
US-2020-159863,September,2020,2020-09-07,134.376,6.7188,Technology,Accessories,Texas,Central
US-2020-136658,September,2020,2020-09-17,6.08,2.0672,Office Supplies,Art,New York,East
US-2020-127509,November,2020,2020-11-13,17.34,8.4966,Office Supplies,Paper,Missouri,Central
US-2020-119697,December,2020,2020-12-31,54.384,1.3596,Technology,Accessories,Pennsylvania,East
US-2021-116799,March,2021,2021-03-06,null,0.2,Office Supplies,Paper,Texas,Central
US-2021-159142,April,2021,2021-04-05,149.97,5.9988,Technology,Phones,Virginia,South
US-2021-150147,April,2021,2021-04-29,82.8,-20.7,Technology,Phones,Pennsylvania,East
US-2021-166380,May,2021,2021-06-03,111.98,26.8752,Technology,Accessories,Virginia,South
US-2021-118101,June,2021,2021-06-26,368.91,180.7659,Office Supplies,Paper,Michigan,Central
US-2021-128671,August,2021,2021-08-16,32.4,15.552,Office Supplies,Paper,Oklahoma,Central
US-2021-133319,September,2021,2021-09-11,192.16,92.2368,Office Supplies,Paper,New York,East
US-2021-121223,September,2021,2021-09-13,728.946,-157.9383,Technology,Phones,Pennsylvania,East
US-2021-116596,October,2021,2021-10-31,427.644,80.7772,Furniture,Chairs,New York,East
US-2021-129686,November,2021,2021-11-29,62.4,19.5,Technology,Accessories,Illinois,Central
US-2021-140564,December,2021,2021-12-10,33.92,13.2288,Office Supplies,Art,District of Columbia,East
US-2021-109722,December,2021,2021-12-07,584.82,70.1784,Office Supplies,Storage,Kentucky,South
US-2021-128412,December,2021,2021-12-17,44.75,8.5025,Technology,Accessories,Washington,West
US-2021-111528,December,2021,2021-12-30,481.32,125.1432,Office Supplies,Storage,California,West
US-2022-145142,January,2022,2022-01-25,210.98,21.098,Furniture,Tables,Michigan,Central
US-2022-166611,March,2022,2022-04-02,68.742,-48.1194,Office Supplies,Binders,Florida,South
CA-2022-108735,April,2022,2022-04-21,257.5,24.24,Furniture,Bookcases,British Columbia,West
US-2022-149181,May,2022,2022-05-12,47.992,-2.0568,Furniture,Chairs,Ohio,East
US-2022-158106,June,2022,2022-06-10,8.64,2.5056,Office Supplies,Art,Minnesota,Central
US-2022-129462,June,2022,2022-06-21,301.96,90.588,Furniture,Chairs,Kentucky,South
US-2022-108560,July,2022,2022-07-15,50,10.5,Technology,Accessories,Washington,West
US-2022-133046,July,2022,2022-08-01,234.95,32.893,Technology,Accessories,Washington,West
US-2022-157987,September,2022,2022-09-06,405.97,78.3928,Technology,Accessories,New York,East
US-2022-139955,September,2022,2022-09-30,1.744,-0.3488,Office Supplies,Supplies,Texas,Central
US-2022-131492,October,2022,2022-10-24,null,0,Furniture,Furnishings,California,West
US-2022-135587,December,2022,2022-12-12,52,23.4,Technology,Accessories,Mississippi,South
US-2022-136238,December,2022,2023-01-01,16.032,5.6112,Office Supplies,Paper,Texas,Central
US-2019-103310,May,2019,2019-05-15,41.04,11.0808,Office Supplies,Supplies,California,West
US-2019-124478,August,2019,2019-08-12,549.99,274.995,Technology,Copiers,Michigan,Central
US-2019-109918,September,2019,2019-09-12,null,0,Office Supplies,Supplies,California,West
US-2019-144974,September,2019,2019-09-30,41.376,3.1032,Office Supplies,Appliances,Pennsylvania,East
US-2019-116834,October,2019,2019-10-16,345,58.65,Technology,Accessories,Washington,West
US-2019-159618,November,2019,2019-11-16,67.9932,-12.9987,Furniture,Bookcases,Texas,Central
US-2019-154781,November,2019,2019-11-26,94.99,28.497,Technology,Accessories,California,West
US-2019-127446,November,2019,2019-11-30,24.672,0,Technology,Accessories,Texas,Central
US-2019-113320,December,2019,2019-12-15,8.94,0.6258,Office Supplies,Storage,California,West
US-2019-138072,December,2019,2020-01-03,27.968,6.992,Technology,Accessories,Pennsylvania,East
US-2020-146262,January,2020,2020-01-09,23.68,8.88,Office Supplies,Labels,Ohio,East
CA-2020-115238,January,2020,2020-01-24,209.5,58.66,Technology,Phones,Ontario,East
US-2020-161263,April,2020,2020-04-21,7.872,1.2792,Office Supplies,Art,Ohio,East
US-2020-109939,May,2020,2020-05-12,5.248,0.5904,Office Supplies,Art,Oregon,West
US-2020-105158,September,2020,2020-09-10,6.16,2.9568,Furniture,Furnishings,Minnesota,Central
US-2020-149713,September,2020,2020-09-22,180.64,88.5136,Office Supplies,Paper,California,West
US-2020-137897,November,2020,2020-11-19,37,16.65,Office Supplies,Paper,New York,East
US-2020-136420,November,2020,2020-11-21,50.12,23.5564,Office Supplies,Labels,California,West
CA-2020-119508,December,2020,2020-12-09,39.96,10.3896,Office Supplies,Art,British Columbia,West
US-2020-109638,December,2020,2020-12-22,103.92,36.372,Office Supplies,Appliances,Washington,West
US-2020-154795,December,2020,2020-12-24,14.368,3.9512,Furniture,Furnishings,Arizona,West
US-2020-117415,December,2020,2020-12-31,113.328,35.415,Office Supplies,Envelopes,Texas,Central
US-2021-147991,May,2021,2021-05-09,16.72,3.344,Furniture,Furnishings,Tennessee,South
US-2021-136924,July,2021,2021-07-17,380.864,38.0864,Technology,Phones,Arizona,West
US-2021-157217,July,2021,2021-07-21,389.97,132.5898,Technology,Accessories,California,West
US-2021-156265,August,2021,2021-08-04,136.464,15.3522,Furniture,Tables,California,West
US-2021-149783,September,2021,2021-09-07,null,0.2,Office Supplies,Paper,Tennessee,South
US-2021-110023,September,2021,2021-09-11,14.624,5.484,Office Supplies,Binders,New York,East
US-2021-127649,October,2021,2021-10-09,837.6,62.82,Technology,Machines,Washington,West
US-2021-131912,October,2021,2021-11-01,11.744,3.8168,Office Supplies,Binders,California,West
US-2021-113845,November,2021,2021-11-25,244.768,24.4768,Technology,Phones,Florida,South
US-2021-169040,December,2021,2021-12-12,35.89,16.1505,Office Supplies,Envelopes,Washington,West
US-2022-138289,January,2022,2022-01-18,5443.96,2504.2216,Office Supplies,Binders,Michigan,Central
US-2022-155824,March,2022,2022-03-15,13.092,-10.0372,Office Supplies,Binders,North Carolina,South
US-2022-100930,April,2022,2022-04-12,258.072,0,Furniture,Furnishings,Florida,South
US-2022-161984,April,2022,2022-04-15,7.16,3.58,Office Supplies,Fasteners,New Jersey,East
US-2022-168228,April,2022,2022-04-29,183.61,51.455799999999996,Office Supplies,Art,California,West
US-2022-118199,May,2022,2022-05-11,199.98,87.9912,Technology,Accessories,Washington,West
US-2022-155873,June,2022,2022-06-21,16.68,4.3368,Office Supplies,Supplies,New Mexico,West
US-2022-163006,June,2022,2022-07-04,1001.584,125.198,Technology,Phones,Illinois,Central
US-2022-152310,August,2022,2022-08-19,100.704,37.764,Office Supplies,Binders,Washington,West
US-2022-152205,September,2022,2022-10-05,2.655,-1.8585,Office Supplies,Binders,Pennsylvania,East
US-2022-163160,October,2022,2022-10-16,96.784,-145.176,Office Supplies,Binders,Illinois,Central
US-2022-150266,November,2022,2022-11-30,18.688,3.7376,Office Supplies,Art,Texas,Central
US-2022-135307,November,2022,2022-11-27,126.3,40.416,Furniture,Furnishings,Missouri,Central
US-2022-132185,November,2022,2022-12-02,8.76,0.7665,Office Supplies,Art,North Carolina,South
US-2022-111689,November,2022,2022-12-02,1242.9,262.39,Furniture,Chairs,New York,East
US-2022-149510,December,2022,2022-12-10,null,0.2,Office Supplies,Paper,North Carolina,South
US-2022-102407,December,2022,2022-12-13,896.328,22.4082,Furniture,Tables,California,West
US-2019-168312,March,2019,2019-03-07,137.352,8.5845,Office Supplies,Storage,Texas,Central
US-2019-125136,September,2019,2019-10-03,106.944,35.024,Office Supplies,Paper,North Carolina,South
US-2019-157385,November,2019,2019-11-25,21.84,10.4832,Office Supplies,Envelopes,California,West
US-2020-109001,March,2020,2020-03-09,10.312,-1.289,Technology,Accessories,Pennsylvania,East
US-2020-167010,April,2020,2020-04-10,98.112,18.396,Office Supplies,Appliances,Pennsylvania,East
US-2020-135174,April,2020,2020-05-02,1022.97,-255.7425,Technology,Phones,Ohio,East
US-2020-111339,May,2020,2020-05-31,317.058,-86.0586,Furniture,Chairs,Ohio,East
US-2020-124919,May,2020,2020-06-02,80.88,21.0288,Office Supplies,Storage,California,West
US-2020-123960,June,2020,2020-06-16,56.3,15.764,Office Supplies,Art,Louisiana,South
US-2020-111094,July,2020,2020-07-13,6.58,3.0268,Office Supplies,Paper,Massachusetts,East
US-2020-143364,July,2020,2020-07-19,272.736,-64.7748,Office Supplies,Storage,Arizona,West
US-2020-111297,August,2020,2020-08-21,52.2,23.49,Office Supplies,Binders,Massachusetts,East
CA-2020-153071,September,2020,2020-09-12,6.68,2,Office Supplies,Storage,Quebec,East
US-2020-158421,September,2020,2020-09-26,743.6800000000001,209.36769999999999,Technology,Phones,South Carolina,South
US-2020-139290,October,2020,2020-10-30,5.76,2.6496,Office Supplies,Labels,California,West
US-2020-100657,November,2020,2020-11-07,109.764,8.5372,Furniture,Chairs,New York,East
US-2020-125066,December,2020,2020-12-18,56.3,15.764,Office Supplies,Art,Mississippi,South
US-2020-147830,December,2020,2020-12-18,1799.994,-2639.9912,Technology,Machines,Ohio,East
US-2020-135580,December,2020,2021-01-03,74.94,14.2386,Office Supplies,Storage,California,West
US-2021-147431,February,2021,2021-02-07,null,0,Office Supplies,Storage,New York,East
US-2021-138968,March,2021,2021-03-16,1352.032,84.502,Furniture,Chairs,California,West
US-2021-130638,May,2021,2021-05-19,282.84,19.7988,Furniture,Furnishings,California,West
US-2021-120824,June,2021,2021-06-16,379.372,-119.2312,Furniture,Chairs,Texas,Central
CA-2021-112109,July,2021,2021-07-12,47.616,3.5712,Furniture,Chairs,Manitoba,Central
US-2021-136133,August,2021,2021-08-23,355.32,99.4896,Office Supplies,Appliances,New York,East
US-2021-147256,October,2021,2021-10-21,449.97,220.4853,Technology,Phones,Missouri,Central
US-2021-142594,December,2021,2021-12-06,111.15,48.906,Furniture,Furnishings,Massachusetts,East
US-2021-139689,December,2021,2022-01-03,40.896,-29.8968,Office Supplies,Binders,Tennessee,South
US-2022-167640,March,2022,2022-03-10,206.384,23.2182,Technology,Phones,California,West
US-2022-161172,March,2022,2022-03-16,51.264,7.6896,Furniture,Furnishings,Ohio,East
CA-2022-130494,March,2022,2022-03-21,70.464,22.9008,Office Supplies,Art,Prince Edward Island,East
US-2022-162075,March,2022,2022-03-24,537.544,47.0351,Technology,Phones,Texas,Central
US-2022-121251,March,2022,2022-03-27,119.96,33.5888,Technology,Phones,New York,East
US-2022-136651,April,2022,2022-04-25,90.5,34.5102,Furniture,Furnishings,California,West
US-2022-108553,April,2022,2022-04-29,122.71,36.813,Office Supplies,Supplies,New York,East
US-2022-168109,July,2022,2022-07-03,1747.78,769.0232,Technology,Accessories,Washington,West
US-2022-139948,July,2022,2022-07-22,7.904,2.1736,Furniture,Furnishings,Florida,South
US-2022-156776,August,2022,2022-08-11,51.75,15.525,Furniture,Furnishings,California,West
US-2022-110821,August,2022,2022-08-08,118.16,-25.109,Office Supplies,Storage,Texas,Central
US-2022-110905,September,2022,2022-09-15,58.17,21.8697,Office Supplies,Appliances,Missouri,Central
US-2022-101308,October,2022,2022-10-07,8.94,4.1124,Office Supplies,Fasteners,Washington,West
US-2022-163160,October,2022,2022-10-16,10.476,-6.8094,Furniture,Furnishings,Illinois,Central
US-2022-167395,December,2022,2022-12-04,286.86,80.3208,Office Supplies,Appliances,Massachusetts,East
US-2019-169019,July,2019,2019-07-30,431.136,-26.946,Technology,Accessories,Texas,Central
US-2019-116904,September,2019,2019-09-28,9462.890000000001,4636.9455,Office Supplies,Binders,Minnesota,Central
US-2019-102673,November,2019,2019-11-05,978.84,110.1195,Technology,Phones,North Carolina,South
US-2019-144666,November,2019,2019-11-11,94.85,45.528,Office Supplies,Paper,California,West
US-2019-140914,November,2019,2019-11-15,797.944,-56.996,Furniture,Chairs,Illinois,Central
US-2019-127446,November,2019,2019-11-30,8.424,2.8746,Office Supplies,Labels,Texas,Central
US-2019-112158,December,2019,2019-12-04,119.96,52.7824,Technology,Accessories,New York,East
US-2019-151162,December,2019,2019-12-09,115.84800000000001,41.33969999999999,Office Supplies,Paper,Ohio,East
US-2019-142510,December,2019,2019-12-29,17.904,-31.332,Office Supplies,Binders,Illinois,Central
US-2019-141313,December,2019,2020-01-01,141.76,66.6272,Office Supplies,Paper,Massachusetts,East
US-2020-101399,January,2020,2020-01-24,254.744,-312.0614,Furniture,Furnishings,Illinois,Central
US-2020-109512,March,2020,2020-03-05,563.4,67.608,Office Supplies,Storage,New York,East
US-2020-134201,April,2020,2020-04-16,142.04,38.3508,Office Supplies,Storage,New York,East
US-2020-155306,April,2020,2020-04-21,1447.65,419.8185,Office Supplies,Appliances,California,West
CA-2020-132548,May,2020,2020-05-12,39.96,-23.976,Office Supplies,Art,Ontario,East
US-2020-149601,May,2020,2020-06-03,93.78999999999999,24.15,Office Supplies,Storage,Connecticut,East
US-2020-154200,June,2020,2020-06-22,51.98,15.0742,Office Supplies,Art,California,West
US-2020-139164,June,2020,2020-06-28,5.43,1.7919,Office Supplies,Fasteners,California,West
US-2020-123456,July,2020,2020-07-13,48.632,-121.58,Office Supplies,Appliances,Texas,Central
US-2020-132626,July,2020,2020-07-14,98.21,28.4809,Office Supplies,Storage,Maryland,East
US-2020-160787,September,2020,2020-09-25,null,0.7,Office Supplies,Binders,Pennsylvania,East
US-2020-125976,September,2020,2020-10-02,1871.88,561.564,Technology,Phones,Virginia,South
US-2020-113628,November,2020,2020-11-19,670.0559999999999,-55.5987,Furniture,Chairs,Florida,South
US-2021-144148,July,2021,2021-08-05,863.128,-32.3673,Furniture,Tables,California,West
US-2021-128916,August,2021,2021-08-20,14.896,-5.9584,Furniture,Furnishings,Texas,Central
US-2021-110730,September,2021,2021-09-26,13.68,3.6936,Office Supplies,Supplies,Washington,West
US-2021-132479,September,2021,2021-09-26,442.372,-729.9138,Office Supplies,Binders,Illinois,Central
US-2021-118689,October,2021,2021-10-09,17499.95,8399.976,Technology,Copiers,Indiana,Central
US-2021-131968,November,2021,2021-11-15,671.544,50.3658,Office Supplies,Appliances,Florida,South
US-2021-164511,November,2021,2021-11-24,14.352,4.6644,Office Supplies,Binders,New York,East
US-2021-139885,December,2021,2021-12-08,212.88,0,Office Supplies,Storage,New York,East
US-2022-128076,February,2022,2022-02-07,210.58,12.6348,Furniture,Furnishings,California,West
US-2022-114370,March,2022,2022-03-17,49.616,4.9616,Technology,Phones,Illinois,Central
US-2022-150595,May,2022,2022-05-26,22.344,2.5137,Office Supplies,Supplies,Illinois,Central
US-2022-134152,May,2022,2022-05-31,31.44,7.86,Office Supplies,Art,Washington,West
US-2022-127705,June,2022,2022-06-06,27.44,2.401,Office Supplies,Storage,Ohio,East
US-2022-120418,June,2022,2022-06-12,280.792,35.099,Furniture,Chairs,Arizona,West
US-2022-140053,July,2022,2022-07-10,545.85,114.6285,Furniture,Furnishings,New Mexico,West
US-2022-169439,September,2022,2022-09-13,66.112,-9.0904,Furniture,Furnishings,Ohio,East
US-2022-100111,September,2022,2022-09-26,null,0.2,Office Supplies,Binders,New York,East
US-2022-101574,September,2022,2022-10-04,9.24,4.4352,Furniture,Furnishings,California,West
US-2022-106068,October,2022,2022-10-28,55.2,-2.07,Technology,Accessories,Texas,Central
US-2022-154123,November,2022,2022-11-25,27.58,11.5836,Furniture,Furnishings,Kentucky,South
US-2022-151799,December,2022,2022-12-18,526.582,-52.6582,Furniture,Tables,Massachusetts,East
US-2022-115427,December,2022,2023-01-03,34.623999999999995,10.9938,Office Supplies,Binders,California,West
US-2022-130904,April,2022,2022-04-16,22.744,2.5149,Office Supplies,Art,North Carolina,South
US-2019-130421,March,2019,2019-03-07,176.772,-459.6072,Office Supplies,Appliances,Texas,Central
US-2019-169033,March,2019,2019-04-03,49.65,20.853,Office Supplies,Art,New York,East
US-2019-133228,April,2019,2019-04-09,79.36,23.808,Office Supplies,Art,Michigan,Central
US-2019-139017,May,2019,2019-05-17,46.864,7.6154,Technology,Accessories,Texas,Central
US-2019-156349,May,2019,2019-05-30,285.568,51.6524,Technology,Phones,California,West
US-2019-161249,August,2019,2019-08-13,9.345,-6.5415,Office Supplies,Binders,Arizona,West
US-2019-108189,October,2019,2019-10-05,15.36,-3.264,Office Supplies,Supplies,Arizona,West
US-2019-106439,October,2019,2019-11-04,35.263999999999996,11.4192,Office Supplies,Binders,California,West
US-2019-139640,November,2019,2019-11-11,25.92,9.072,Office Supplies,Paper,Oregon,West
US-2020-169740,February,2020,2020-02-25,29.99,2.999,Technology,Accessories,Arkansas,South
US-2020-142601,April,2020,2020-04-20,61.96,27.882,Office Supplies,Paper,California,West
US-2020-116687,May,2020,2020-05-07,8.856,2.9889,Office Supplies,Labels,Texas,Central
US-2020-136798,May,2020,2020-05-12,123.96,11.1564,Furniture,Furnishings,Minnesota,Central
US-2020-136798,May,2020,2020-05-12,43.98,21.99,Office Supplies,Binders,Minnesota,Central
US-2020-142055,May,2020,2020-05-10,37.94,18.2112,Office Supplies,Paper,New York,East
US-2020-149748,May,2020,2020-06-02,62.18,16.7886,Office Supplies,Storage,New Jersey,East
US-2020-139584,August,2020,2020-08-28,26,11.7,Technology,Accessories,New York,East
US-2020-132465,September,2020,2020-09-15,19.99,6.7966,Technology,Accessories,New York,East
US-2020-143077,September,2020,2020-09-21,6.588,-10.2114,Office Supplies,Binders,Texas,Central
US-2020-159779,September,2020,2020-09-29,68.62,32.2514,Office Supplies,Binders,New Hampshire,East
US-2020-124107,October,2020,2020-10-12,29.403,5.2272,Office Supplies,Appliances,Michigan,Central
US-2020-121041,November,2020,2020-11-10,6.608,2.1476,Office Supplies,Envelopes,Texas,Central
US-2020-163965,November,2020,2020-11-27,290.352,-36.294,Furniture,Bookcases,Florida,South
US-2020-145065,December,2020,2020-12-15,24.448,8.8624,Office Supplies,Binders,California,West
US-2020-129637,December,2020,2020-12-22,180.016,-15.7514,Office Supplies,Storage,Illinois,Central
US-2020-153038,December,2020,2020-12-25,55.936,18.8784,Office Supplies,Envelopes,Tennessee,South
US-2020-137960,December,2020,2020-12-18,166.24,24.936,Technology,Accessories,New York,East
US-2021-110898,March,2021,2021-03-12,145.98,-99.2664,Furniture,Tables,Illinois,Central
US-2021-128818,May,2021,2021-05-11,63.68,28.0192,Furniture,Furnishings,New York,East
US-2021-152408,May,2021,2021-05-21,13.776,4.4772,Office Supplies,Binders,New York,East
US-2021-122728,May,2021,2021-05-24,17.94,8.7906,Office Supplies,Paper,California,West
US-2021-120824,June,2021,2021-06-16,64.384,-160.96,Office Supplies,Appliances,Texas,Central
US-2021-117793,August,2021,2021-08-29,14.97,4.1916,Office Supplies,Storage,Wisconsin,Central
US-2021-145898,September,2021,2021-09-26,51.45,13.8915,Office Supplies,Storage,California,West
US-2021-112389,October,2021,2021-11-02,40.74,0.4074,Office Supplies,Storage,New Jersey,East
US-2021-124506,November,2021,2021-11-17,47.992,-2.0568,Furniture,Chairs,Illinois,Central
US-2021-160108,December,2021,2021-12-12,680.01,176.8026,Furniture,Chairs,Wisconsin,Central
US-2021-135720,December,2021,2021-12-13,119.8,29.95,Technology,Accessories,Colorado,West
US-2021-108777,December,2021,2021-12-12,18.693,-14.3313,Office Supplies,Binders,Ohio,East
US-2021-151155,December,2021,2021-12-24,15.42,6.939,Office Supplies,Binders,Mississippi,South
US-2022-159366,January,2022,2022-01-10,3059.982,679.996,Technology,Machines,Michigan,Central
US-2022-138156,February,2022,2022-02-14,147.568,-3.6892,Furniture,Furnishings,Ohio,East
US-2022-123281,April,2022,2022-04-07,25.11,6.5286,Furniture,Furnishings,California,West
US-2022-157112,April,2022,2022-04-26,5.344,1.8704,Office Supplies,Paper,Ohio,East
US-2022-134306,July,2022,2022-07-12,20.52,7.2468,Office Supplies,Art,Massachusetts,East
US-2022-142573,July,2022,2022-07-23,801.6,-448.896,Furniture,Tables,Arizona,West
US-2022-146031,July,2022,2022-08-01,60.12,22.2444,Office Supplies,Art,New York,East
US-2022-144064,August,2022,2022-09-01,47.36,17.76,Office Supplies,Labels,Illinois,Central
US-2022-117450,September,2022,2022-09-08,10.368,3.6288,Office Supplies,Paper,Florida,South
US-2022-155425,November,2022,2022-11-11,899.136,-146.1096,Furniture,Chairs,Arizona,West
US-2022-104640,November,2022,2022-11-16,430.88,124.9552,Technology,Phones,New York,East
US-2022-126242,November,2022,2022-11-24,18.7,7.106,Furniture,Furnishings,California,West
US-2022-108035,November,2022,2022-12-03,101.52,19.035,Furniture,Furnishings,Tennessee,South
US-2022-109701,December,2022,2022-12-03,10.08,5.04,Office Supplies,Art,California,West
US-2019-147627,January,2019,2019-01-26,1067.94,224.2674,Furniture,Chairs,Arkansas,South
US-2019-107524,March,2019,2019-03-08,36.4,17.472,Office Supplies,Paper,New York,East
US-2019-165428,September,2019,2019-09-04,31.104,10.8864,Office Supplies,Paper,Texas,Central
US-2019-159184,September,2019,2019-09-19,7.16,3.4368,Office Supplies,Binders,Georgia,South
US-2019-125829,November,2019,2019-11-11,666.344,66.6344,Technology,Phones,California,West
US-2019-129938,December,2019,2019-12-17,445.802,-108.2662,Furniture,Chairs,Pennsylvania,East
US-2020-133585,March,2020,2020-03-04,1227.9984,-36.1176,Furniture,Bookcases,Texas,Central
US-2020-128083,March,2020,2020-03-17,8.688,2.9322,Office Supplies,Envelopes,Florida,South
US-2020-146675,April,2020,2020-04-20,1439.968,485.9892,Technology,Copiers,Illinois,Central
US-2020-148712,April,2020,2020-04-23,10.71,2.7846,Office Supplies,Art,New York,East
US-2020-155306,April,2020,2020-04-21,5.56,2.224,Office Supplies,Art,California,West
US-2020-164336,July,2020,2020-07-10,38.976,-2.436,Office Supplies,Storage,Pennsylvania,East
US-2020-114468,August,2020,2020-08-23,5.768,-13.5548,Office Supplies,Appliances,Illinois,Central
US-2020-139374,September,2020,2020-09-14,179.886,-2.5698,Furniture,Chairs,Texas,Central
US-2020-110877,October,2020,2020-10-26,150.384,15.0384,Technology,Phones,Texas,Central
US-2020-103723,December,2020,2020-12-06,13.9,5.56,Office Supplies,Art,Washington,West
US-2020-123092,December,2020,2020-12-07,9.344,1.168,Office Supplies,Art,North Carolina,South
US-2021-137848,January,2021,2021-01-21,49.536,17.3376,Office Supplies,Binders,New York,East
US-2021-109666,April,2021,2021-04-26,9.28,3.248,Office Supplies,Binders,New York,East
US-2021-149279,April,2021,2021-04-28,1325.76,149.148,Furniture,Chairs,Colorado,West
US-2021-114307,July,2021,2021-07-26,27.42,9.3228,Furniture,Furnishings,Maryland,East
US-2021-162943,July,2021,2021-07-26,253.764,31.0156,Furniture,Chairs,New York,East
US-2021-131205,September,2021,2021-09-08,5.28,2.5344,Office Supplies,Art,Kentucky,South
US-2021-126284,September,2021,2021-09-24,83.7,41.013,Office Supplies,Binders,Michigan,Central
US-2021-140634,October,2021,2021-10-06,15.648,5.0856,Office Supplies,Envelopes,Texas,Central
US-2021-140158,October,2021,2021-10-08,5399.91,2591.9568,Technology,Copiers,Rhode Island,East
US-2021-128972,November,2021,2021-11-17,30.36,13.0548,Furniture,Furnishings,Oklahoma,Central
US-2021-165561,November,2021,2021-11-28,25.35,7.605,Office Supplies,Supplies,Washington,West
US-2021-105277,December,2021,2021-12-08,15.528,5.823,Office Supplies,Binders,New York,East
US-2021-163636,December,2021,2021-12-09,3.536,0.3094,Office Supplies,Art,Illinois,Central
US-2021-169824,December,2021,2021-12-17,11.2,4.816,Office Supplies,Art,New York,East
US-2021-139395,December,2021,2021-12-18,657.93,184.2204,Technology,Phones,Michigan,Central
US-2022-107517,February,2022,2022-02-09,1640.7,459.396,Office Supplies,Appliances,California,West
US-2022-109085,February,2022,2022-02-20,30.144,8.2896,Furniture,Furnishings,Ohio,East
US-2022-105445,February,2022,2022-02-25,9.432,3.0654,Office Supplies,Fasteners,Colorado,West
US-2022-124940,February,2022,2022-02-26,47.904,-2.994,Technology,Accessories,Texas,Central
US-2022-132031,April,2022,2022-04-27,45.408,11.9196,Technology,Accessories,Tennessee,South
US-2022-140872,June,2022,2022-06-10,4.554,-3.4914,Office Supplies,Binders,Florida,South
US-2022-132934,June,2022,2022-06-26,51.312,18.6006,Office Supplies,Binders,New York,East
US-2022-143574,June,2022,2022-07-02,25.16,8.5544,Furniture,Furnishings,Connecticut,East
US-2022-169551,July,2022,2022-07-09,544.6959999999999,90.6101,Technology,Accessories,Pennsylvania,East
US-2022-121048,July,2022,2022-07-18,4.448,1.4456,Office Supplies,Binders,California,West
US-2022-160465,July,2022,2022-07-26,210.564,-52.641,Technology,Phones,Ohio,East
US-2022-117240,July,2022,2022-07-28,13.128,4.2666,Office Supplies,Binders,New York,East
US-2022-128363,August,2022,2022-08-18,423.648,47.6604,Furniture,Chairs,Tennessee,South
US-2022-166093,August,2022,2022-08-24,234.976,82.2416,Office Supplies,Binders,California,West
US-2022-126956,August,2022,2022-08-28,15.28,7.4872,Office Supplies,Envelopes,Minnesota,Central
US-2022-120327,November,2022,2022-11-16,45.92,21.5824,Office Supplies,Fasteners,Iowa,Central
US-2019-125759,February,2019,2019-02-09,14.56,5.5328,Furniture,Furnishings,Nevada,West
