order_id,quantity,month_name,day_name,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_name
3,3,May,Friday,13,31.5,31.5,S,Classic,The Hawaiian Pizza
1,1,April,Friday,20,12.25,12.25,S,Supreme,The Calabrese Pizza
2,2,May,Friday,16,41.5,41.5,L,Chicken,The Southwest Chicken Pizza
1,1,February,Monday,19,16.0,16.0,M,Classic,The Greek Pizza
2,2,February,Monday,16,41.0,41.0,L,Classic,The Napolitana Pizza
1,1,April,Tuesday,19,20.25,20.25,L,Veggie,The Green Garden Pizza
3,3,February,Friday,20,48.0,48.0,M,Classic,The Classic Deluxe Pizza
3,4,March,Saturday,13,36.0,48.0,S,Classic,The Big Meat Pizza
1,1,June,Wednesday,19,20.25,20.25,L,Supreme,The Calabrese Pizza
2,2,May,Saturday,15,41.5,41.5,L,Supreme,The Italian Supreme Pizza
1,1,May,Wednesday,15,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
3,3,June,Monday,19,36.0,36.0,S,Classic,The Big Meat Pizza
1,1,April,Saturday,13,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
1,1,June,Thursday,14,12.25,12.25,S,Supreme,The Sicilian Pizza
1,1,February,Wednesday,17,16.25,16.25,M,Supreme,The Calabrese Pizza
2,2,February,Sunday,15,40.5,40.5,L,Supreme,The Sicilian Pizza
2,2,April,Wednesday,11,41.5,41.5,L,Chicken,The Thai Chicken Pizza
1,1,February,Monday,14,16.5,16.5,M,Supreme,The Spicy Italian Pizza
3,3,January,Thursday,11,62.25,62.25,L,Supreme,The Spicy Italian Pizza
1,1,April,Wednesday,11,16.75,16.75,M,Chicken,The California Chicken Pizza
2,2,April,Tuesday,19,24.0,24.0,S,Classic,The Napolitana Pizza
1,1,May,Friday,22,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,April,Saturday,15,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
1,1,June,Wednesday,14,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
2,2,May,Tuesday,12,33.0,33.0,M,Supreme,The Italian Supreme Pizza
1,1,June,Friday,18,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,April,Saturday,21,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
2,2,May,Saturday,20,41.5,41.5,L,Chicken,The California Chicken Pizza
1,1,March,Monday,13,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
2,2,April,Tuesday,19,32.0,32.0,M,Classic,The Classic Deluxe Pizza
2,2,April,Thursday,18,41.0,41.0,L,Classic,The Greek Pizza
1,1,January,Friday,14,16.0,16.0,M,Veggie,The Mexicana Pizza
2,2,January,Wednesday,15,41.5,41.5,L,Chicken,The Barbecue Chicken Pizza
1,1,May,Saturday,16,12.5,12.5,S,Supreme,The Pepper Salami Pizza
2,2,July,Friday,13,25.0,25.0,S,Supreme,The Spicy Italian Pizza
2,2,July,Saturday,20,33.5,33.5,M,Chicken,The Chicken Pesto Pizza
2,2,September,Saturday,20,41.5,41.5,L,Supreme,The Pepper Salami Pizza
1,1,December,Tuesday,17,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
3,3,September,Saturday,17,62.25,62.25,L,Chicken,The Barbecue Chicken Pizza
1,1,July,Monday,20,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,August,Wednesday,19,12.5,12.5,S,Supreme,The Soppressata Pizza
1,1,July,Saturday,21,16.0,16.0,M,Classic,The Napolitana Pizza
3,3,September,Tuesday,19,62.25,62.25,L,Chicken,The Thai Chicken Pizza
2,2,October,Wednesday,18,24.0,24.0,S,Veggie,The Green Garden Pizza
1,1,July,Friday,19,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,1,October,Wednesday,20,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
2,2,October,Saturday,18,33.0,33.0,M,Supreme,The Italian Supreme Pizza
1,1,November,Saturday,16,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,1,August,Saturday,19,16.0,16.0,M,Classic,The Napolitana Pizza
2,2,October,Thursday,17,25.0,25.0,S,Supreme,The Pepper Salami Pizza
2,2,August,Saturday,19,41.0,41.0,L,Classic,The Italian Capocollo Pizza
2,2,December,Thursday,20,25.0,25.0,M,Classic,The Pepperoni Pizza
1,1,June,Monday,21,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
3,3,July,Friday,14,37.5,37.5,S,Supreme,The Prosciutto and Arugula Pizza
2,2,August,Tuesday,17,33.0,33.0,L,Classic,The Hawaiian Pizza
1,1,November,Thursday,16,12.0,12.0,S,Classic,The Big Meat Pizza
2,2,November,Tuesday,15,41.5,41.5,L,Chicken,The Thai Chicken Pizza
1,1,September,Wednesday,15,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,1,November,Saturday,19,12.5,12.5,M,Classic,The Pepperoni Pizza
1,1,November,Friday,16,12.25,12.25,S,Supreme,The Sicilian Pizza
1,1,October,Sunday,16,16.0,16.0,M,Classic,The Greek Pizza
1,1,June,Saturday,12,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1,1,June,Monday,14,12.5,12.5,M,Classic,The Pepperoni Pizza
2,2,August,Tuesday,11,41.0,41.0,L,Classic,The Italian Capocollo Pizza
1,1,November,Thursday,15,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1,1,August,Tuesday,13,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
1,1,November,Saturday,15,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
1,1,July,Friday,22,9.75,9.75,S,Classic,The Pepperoni Pizza
5,5,October,Friday,16,60.0,60.0,S,Classic,The Big Meat Pizza
1,1,August,Monday,16,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
1,1,December,Sunday,16,12.75,12.75,S,Chicken,The Thai Chicken Pizza
2,2,July,Sunday,17,41.5,41.5,L,Supreme,The Spicy Italian Pizza
3,3,October,Tuesday,11,50.25,50.25,M,Chicken,The Southwest Chicken Pizza
3,3,October,Thursday,20,36.0,36.0,S,Classic,The Big Meat Pizza
2,2,December,Tuesday,18,35.9,35.9,L,Veggie,The Four Cheese Pizza
1,1,July,Monday,13,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
2,2,July,Sunday,12,41.5,41.5,L,Supreme,The Spicy Italian Pizza
1,1,July,Monday,11,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
1,1,July,Friday,13,16.0,16.0,M,Veggie,The Green Garden Pizza
1,1,July,Sunday,19,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1,1,November,Saturday,21,16.75,16.75,M,Chicken,The Thai Chicken Pizza
2,2,December,Monday,21,25.5,25.5,S,Chicken,The Chicken Pesto Pizza
1,1,December,Wednesday,12,25.5,25.5,XL,Classic,The Greek Pizza
2,2,December,Sunday,15,33.0,33.0,M,Supreme,The Pepper Salami Pizza
2,2,December,Monday,12,41.0,41.0,L,Classic,The Napolitana Pizza
1,1,December,Saturday,16,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
1,1,February,Wednesday,21,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
4,4,April,Saturday,18,83.0,83.0,L,Supreme,The Spicy Italian Pizza
1,1,February,Thursday,14,20.25,20.25,L,Supreme,The Sicilian Pizza
1,1,January,Wednesday,11,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
2,2,February,Saturday,21,24.0,24.0,S,Classic,The Classic Deluxe Pizza
2,2,April,Wednesday,12,41.5,41.5,L,Chicken,The California Chicken Pizza
1,1,March,Thursday,14,16.25,16.25,M,Supreme,The Calabrese Pizza
1,1,May,Friday,17,12.0,12.0,S,Classic,The Greek Pizza
1,1,January,Thursday,19,16.25,16.25,M,Supreme,The Sicilian Pizza
4,4,March,Saturday,16,49.0,49.0,S,Supreme,The Sicilian Pizza
3,3,June,Friday,21,60.75,60.75,L,Veggie,The Mexicana Pizza
1,1,February,Monday,18,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1,1,March,Monday,11,12.0,12.0,S,Classic,The Napolitana Pizza
1,1,May,Saturday,21,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
2,2,January,Sunday,14,33.0,33.0,M,Supreme,The Pepper Salami Pizza
2,2,April,Thursday,19,22.0,22.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,May,Monday,13,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,June,Wednesday,19,16.0,16.0,M,Veggie,The Mediterranean Pizza
3,3,January,Saturday,20,62.25,62.25,L,Supreme,The Spicy Italian Pizza
1,1,May,Tuesday,12,12.75,12.75,S,Chicken,The California Chicken Pizza
2,2,April,Thursday,21,24.5,24.5,S,Supreme,The Sicilian Pizza
1,1,February,Sunday,17,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
2,2,February,Wednesday,19,25.5,25.5,S,Chicken,The Thai Chicken Pizza
2,2,May,Sunday,22,41.5,41.5,L,Supreme,The Italian Supreme Pizza
1,1,March,Sunday,19,17.95,17.95,L,Veggie,The Four Cheese Pizza
1,1,May,Saturday,13,12.0,12.0,S,Classic,The Greek Pizza
1,1,May,Sunday,13,12.0,12.0,S,Classic,The Greek Pizza
1,1,January,Thursday,14,20.25,20.25,L,Supreme,The Sicilian Pizza
2,2,January,Sunday,16,33.0,33.0,M,Veggie,The Spinach Pesto Pizza
1,1,May,Friday,13,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
2,2,March,Tuesday,19,47.3,47.3,S,Supreme,The Brie Carre Pizza
2,2,May,Tuesday,12,24.0,24.0,S,Classic,The Napolitana Pizza
1,1,January,Thursday,15,16.75,16.75,M,Chicken,The California Chicken Pizza
2,2,February,Wednesday,21,37.0,37.0,L,Veggie,The Five Cheese Pizza
1,1,June,Tuesday,16,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,2,October,Tuesday,13,15.25,30.5,L,Classic,The Pepperoni Pizza
1,1,August,Tuesday,12,16.0,16.0,M,Veggie,The Green Garden Pizza
3,3,October,Thursday,18,36.0,36.0,S,Veggie,The Spinach and Feta Pizza
2,2,September,Friday,22,33.0,33.0,M,Supreme,The Spinach Supreme Pizza
1,1,July,Wednesday,14,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
1,1,November,Tuesday,16,9.75,9.75,S,Classic,The Pepperoni Pizza
1,1,July,Monday,16,12.0,12.0,S,Classic,The Big Meat Pizza
1,1,July,Wednesday,17,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1,1,August,Friday,12,20.25,20.25,L,Veggie,The Mexicana Pizza
1,1,July,Saturday,21,20.75,20.75,L,Supreme,The Italian Supreme Pizza
2,2,August,Thursday,17,25.5,25.5,S,Chicken,The California Chicken Pizza
1,1,August,Monday,13,20.5,20.5,L,Classic,The Napolitana Pizza
2,2,July,Saturday,18,32.0,32.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,June,Thursday,12,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
3,3,August,Thursday,12,45.75,45.75,L,Classic,The Pepperoni Pizza
1,1,November,Saturday,15,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
2,2,July,Sunday,16,32.0,32.0,M,Classic,The Classic Deluxe Pizza
2,2,October,Tuesday,12,25.0,25.0,M,Classic,The Pepperoni Pizza
2,2,November,Monday,21,33.0,33.0,M,Supreme,The Italian Supreme Pizza
2,2,August,Tuesday,12,24.5,24.5,S,Supreme,The Sicilian Pizza
1,1,July,Wednesday,18,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
1,1,July,Sunday,21,20.5,20.5,L,Classic,The Classic Deluxe Pizza
2,2,July,Thursday,16,24.0,24.0,S,Classic,The Napolitana Pizza
1,1,June,Tuesday,16,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,July,Saturday,12,12.0,12.0,S,Classic,The Italian Capocollo Pizza
2,2,July,Saturday,17,47.3,47.3,S,Supreme,The Brie Carre Pizza
1,1,June,Thursday,15,20.5,20.5,L,Classic,The Italian Capocollo Pizza
2,3,August,Tuesday,18,41.5,62.25,L,Chicken,The California Chicken Pizza
1,1,August,Monday,22,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
2,2,September,Wednesday,21,32.5,32.5,M,Supreme,The Sicilian Pizza
3,3,November,Wednesday,13,62.25,62.25,L,Chicken,The Thai Chicken Pizza
3,3,December,Thursday,12,62.25,62.25,L,Supreme,The Spicy Italian Pizza
2,2,September,Friday,18,24.0,24.0,S,Veggie,The Mediterranean Pizza
3,3,July,Saturday,20,50.25,50.25,M,Chicken,The Barbecue Chicken Pizza
1,1,November,Friday,22,12.5,12.5,S,Supreme,The Soppressata Pizza
2,2,December,Thursday,19,32.0,32.0,M,Veggie,The Mexicana Pizza
1,1,December,Monday,16,16.0,16.0,M,Classic,The Italian Capocollo Pizza
1,1,December,Saturday,15,25.5,25.5,XL,Classic,The Greek Pizza
2,2,December,Friday,13,24.0,24.0,S,Classic,The Big Meat Pizza
1,1,February,Monday,11,12.0,12.0,S,Classic,The Big Meat Pizza
2,3,March,Tuesday,13,41.5,62.25,L,Chicken,The California Chicken Pizza
1,1,June,Tuesday,11,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,January,Thursday,18,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
2,2,March,Wednesday,16,33.5,33.5,M,Chicken,The California Chicken Pizza
2,2,March,Tuesday,12,29.5,29.5,M,Veggie,The Four Cheese Pizza
1,1,May,Saturday,16,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1,1,February,Wednesday,11,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
2,2,February,Friday,13,32.0,32.0,M,Veggie,The Vegetables + Vegetables Pizza
3,3,May,Saturday,18,61.5,61.5,L,Classic,The Italian Capocollo Pizza
1,1,April,Wednesday,22,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,January,Thursday,20,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
1,1,January,Saturday,12,12.0,12.0,S,Classic,The Classic Deluxe Pizza
3,3,May,Tuesday,17,62.25,62.25,L,Supreme,The Spicy Italian Pizza
1,1,June,Friday,14,12.5,12.5,S,Supreme,The Italian Supreme Pizza
1,1,February,Thursday,17,23.65,23.65,S,Supreme,The Brie Carre Pizza
1,1,January,Thursday,19,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
2,2,February,Thursday,13,40.5,40.5,L,Supreme,The Sicilian Pizza
1,1,April,Wednesday,18,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
2,2,February,Friday,16,41.5,41.5,L,Supreme,The Italian Supreme Pizza
1,1,April,Sunday,12,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
2,2,March,Monday,16,33.5,33.5,M,Chicken,The Chicken Alfredo Pizza
1,1,June,Wednesday,16,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
3,3,January,Friday,19,50.25,50.25,M,Chicken,The Barbecue Chicken Pizza
2,2,February,Saturday,17,21.0,21.0,S,Classic,The Hawaiian Pizza
1,1,March,Thursday,21,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
2,2,March,Friday,20,33.0,33.0,M,Supreme,The Spicy Italian Pizza
1,1,May,Wednesday,13,20.75,20.75,L,Chicken,The Chicken Alfredo Pizza
2,2,March,Sunday,13,24.0,24.0,S,Classic,The Big Meat Pizza
4,5,April,Thursday,12,71.8,89.75,L,Veggie,The Four Cheese Pizza
1,1,January,Saturday,13,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,April,Thursday,15,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
3,3,January,Wednesday,13,36.0,36.0,S,Classic,The Big Meat Pizza
2,2,April,Friday,16,41.5,41.5,L,Chicken,The Barbecue Chicken Pizza
1,1,March,Saturday,20,16.0,16.0,M,Classic,The Napolitana Pizza
3,3,April,Thursday,12,60.75,60.75,L,Veggie,The Mexicana Pizza
1,1,May,Thursday,12,35.95,35.95,XXL,Classic,The Greek Pizza
2,2,March,Monday,18,40.5,40.5,L,Veggie,The Mexicana Pizza
1,1,May,Sunday,19,12.25,12.25,S,Supreme,The Sicilian Pizza
1,1,June,Wednesday,11,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza
1,1,March,Wednesday,13,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,May,Friday,20,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,March,Wednesday,21,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
1,1,May,Friday,15,13.25,13.25,M,Classic,The Hawaiian Pizza
3,3,May,Tuesday,12,53.849999999999994,53.849999999999994,L,Veggie,The Four Cheese Pizza
2,2,September,Monday,17,30.5,30.5,L,Classic,The Pepperoni Pizza
1,1,July,Monday,11,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1,1,November,Thursday,15,16.5,16.5,M,Supreme,The Pepper Salami Pizza
3,3,July,Monday,13,48.0,48.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,October,Saturday,15,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,July,Saturday,12,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
2,2,July,Sunday,21,41.5,41.5,L,Supreme,The Italian Supreme Pizza
2,2,September,Wednesday,17,32.0,32.0,M,Veggie,The Spinach and Feta Pizza
2,2,August,Saturday,16,41.0,41.0,L,Classic,The Italian Capocollo Pizza
3,3,June,Tuesday,14,50.25,50.25,M,Veggie,The Italian Vegetables Pizza
1,1,July,Wednesday,13,23.65,23.65,S,Supreme,The Brie Carre Pizza
1,1,July,Sunday,23,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,November,Thursday,17,12.25,12.25,S,Supreme,The Sicilian Pizza
2,2,July,Thursday,20,40.5,40.5,L,Veggie,The Mediterranean Pizza
1,1,July,Saturday,22,12.75,12.75,S,Chicken,The Thai Chicken Pizza
2,2,November,Monday,12,25.0,25.0,S,Supreme,The Spicy Italian Pizza
1,1,November,Saturday,19,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1,1,June,Monday,20,10.5,10.5,S,Classic,The Hawaiian Pizza
1,1,October,Sunday,16,10.5,10.5,S,Classic,The Hawaiian Pizza
1,1,November,Sunday,14,12.5,12.5,S,Supreme,The Soppressata Pizza
2,2,October,Friday,12,25.0,25.0,S,Supreme,The Spinach Supreme Pizza
1,1,December,Thursday,12,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1,1,November,Wednesday,11,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1,1,November,Wednesday,18,18.5,18.5,L,Veggie,The Five Cheese Pizza
1,1,November,Sunday,12,12.0,12.0,S,Classic,The Classic Deluxe Pizza
5,7,November,Friday,12,60.0,84.0,S,Classic,The Big Meat Pizza
1,1,November,Monday,15,20.5,20.5,L,Classic,The Classic Deluxe Pizza
2,2,July,Tuesday,17,41.5,41.5,L,Supreme,The Spinach Supreme Pizza
3,3,September,Monday,17,49.5,49.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,November,Monday,18,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,August,Wednesday,14,12.25,12.25,S,Supreme,The Sicilian Pizza
1,1,August,Monday,21,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,September,Monday,13,12.5,12.5,S,Supreme,The Spicy Italian Pizza
1,1,October,Wednesday,14,21.0,21.0,L,Veggie,The Italian Vegetables Pizza
4,4,October,Thursday,16,83.0,83.0,L,Chicken,The California Chicken Pizza
1,1,July,Wednesday,13,16.5,16.5,M,Supreme,The Spicy Italian Pizza
3,3,September,Thursday,13,37.5,37.5,M,Classic,The Pepperoni Pizza
2,2,November,Sunday,18,33.0,33.0,M,Supreme,The Spinach Supreme Pizza
1,1,November,Thursday,12,20.75,20.75,L,Chicken,The Chicken Alfredo Pizza
2,2,December,Thursday,17,33.0,33.0,M,Supreme,The Spinach Supreme Pizza
2,2,August,Wednesday,18,19.5,19.5,S,Classic,The Pepperoni Pizza
1,1,November,Sunday,12,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
1,1,August,Saturday,11,20.25,20.25,L,Supreme,The Sicilian Pizza
4,5,August,Tuesday,19,48.0,60.0,S,Classic,The Big Meat Pizza
2,2,December,Thursday,18,32.0,32.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,December,Monday,19,12.0,12.0,S,Veggie,The Mexicana Pizza
3,3,December,Thursday,16,31.5,31.5,S,Classic,The Hawaiian Pizza
1,1,December,Wednesday,14,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,December,Monday,16,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1,1,August,Monday,15,16.25,16.25,M,Supreme,The Calabrese Pizza
3,3,January,Thursday,18,49.5,49.5,L,Classic,The Hawaiian Pizza
4,4,January,Tuesday,12,66.0,66.0,M,Supreme,The Italian Supreme Pizza
1,1,February,Thursday,22,12.25,12.25,S,Supreme,The Sicilian Pizza
2,3,June,Wednesday,12,41.5,62.25,L,Chicken,The Barbecue Chicken Pizza
1,1,April,Monday,15,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
1,1,January,Monday,11,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
4,4,June,Saturday,18,49.0,49.0,S,Supreme,The Sicilian Pizza
3,3,March,Sunday,13,49.5,49.5,L,Classic,The Hawaiian Pizza
1,1,March,Tuesday,13,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
4,4,February,Friday,20,42.0,42.0,S,Classic,The Hawaiian Pizza
3,3,January,Friday,12,60.75,60.75,L,Veggie,The Mexicana Pizza
2,2,May,Wednesday,11,33.5,33.5,M,Chicken,The Barbecue Chicken Pizza
1,1,March,Sunday,13,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,June,Saturday,15,16.25,16.25,M,Supreme,The Sicilian Pizza
2,2,February,Saturday,21,41.0,41.0,L,Classic,The Italian Capocollo Pizza
1,1,February,Tuesday,18,20.75,20.75,L,Chicken,The California Chicken Pizza
1,1,March,Tuesday,18,12.25,12.25,S,Supreme,The Sicilian Pizza
1,1,March,Wednesday,13,12.0,12.0,S,Veggie,The Green Garden Pizza
2,2,January,Thursday,13,30.5,30.5,L,Classic,The Pepperoni Pizza
5,5,May,Wednesday,12,60.0,60.0,S,Classic,The Big Meat Pizza
2,2,February,Sunday,15,24.0,24.0,S,Classic,The Classic Deluxe Pizza
1,1,May,Tuesday,17,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
2,2,January,Monday,18,21.0,21.0,S,Classic,The Hawaiian Pizza
3,3,April,Wednesday,15,48.0,48.0,M,Veggie,The Green Garden Pizza
2,2,April,Wednesday,13,41.5,41.5,L,Chicken,The Barbecue Chicken Pizza
1,1,January,Wednesday,18,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1,1,January,Sunday,16,16.75,16.75,M,Chicken,The Thai Chicken Pizza
1,1,February,Saturday,12,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1,1,January,Saturday,17,12.5,12.5,M,Classic,The Pepperoni Pizza
1,1,January,Wednesday,22,12.0,12.0,S,Classic,The Italian Capocollo Pizza
1,1,January,Friday,19,20.75,20.75,L,Supreme,The Italian Supreme Pizza
2,2,May,Thursday,13,33.5,33.5,M,Chicken,The Chicken Alfredo Pizza
1,1,May,Friday,14,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
1,1,February,Wednesday,15,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,January,Friday,13,25.0,25.0,M,Classic,The Pepperoni Pizza
1,1,May,Saturday,17,16.75,16.75,M,Chicken,The Thai Chicken Pizza
1,1,April,Tuesday,16,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1,1,June,Friday,21,12.0,12.0,S,Veggie,The Green Garden Pizza
1,1,March,Monday,20,16.0,16.0,M,Classic,The Napolitana Pizza
1,1,February,Monday,15,9.75,9.75,S,Classic,The Pepperoni Pizza
1,1,March,Saturday,12,16.25,16.25,M,Supreme,The Sicilian Pizza
1,1,May,Saturday,11,12.75,12.75,S,Chicken,The Thai Chicken Pizza
2,2,January,Friday,14,41.5,41.5,L,Chicken,The Thai Chicken Pizza
1,1,September,Friday,17,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
1,1,July,Saturday,15,12.5,12.5,S,Supreme,The Pepper Salami Pizza
2,2,October,Tuesday,20,32.0,32.0,M,Classic,The Napolitana Pizza
2,2,June,Monday,21,21.0,21.0,S,Classic,The Hawaiian Pizza
1,1,October,Friday,12,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1,1,August,Thursday,13,16.0,16.0,M,Veggie,The Mexicana Pizza
2,2,June,Friday,14,24.0,24.0,S,Classic,The Big Meat Pizza
3,3,July,Sunday,14,36.0,36.0,S,Classic,The Big Meat Pizza
1,1,September,Friday,21,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,1,November,Saturday,19,16.0,16.0,M,Classic,The Italian Capocollo Pizza
1,1,August,Wednesday,22,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
1,1,July,Friday,12,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
3,3,September,Wednesday,19,50.25,50.25,M,Chicken,The Thai Chicken Pizza
1,1,July,Tuesday,11,13.25,13.25,M,Classic,The Hawaiian Pizza
2,2,November,Thursday,20,29.0,29.0,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,August,Monday,17,19.5,19.5,S,Classic,The Pepperoni Pizza
1,1,October,Wednesday,14,17.95,17.95,L,Veggie,The Four Cheese Pizza
1,1,October,Tuesday,22,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1,1,August,Sunday,14,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
2,2,October,Friday,22,32.0,32.0,M,Veggie,The Green Garden Pizza
1,1,September,Wednesday,14,12.5,12.5,M,Classic,The Pepperoni Pizza
2,2,September,Monday,12,41.5,41.5,L,Chicken,The Barbecue Chicken Pizza
1,1,November,Tuesday,18,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
1,1,November,Tuesday,21,16.25,16.25,M,Supreme,The Calabrese Pizza
1,1,September,Thursday,15,10.5,10.5,S,Classic,The Hawaiian Pizza
1,1,September,Tuesday,14,21.0,21.0,L,Veggie,The Italian Vegetables Pizza
1,1,December,Monday,11,12.0,12.0,S,Classic,The Classic Deluxe Pizza
2,2,July,Thursday,17,33.0,33.0,L,Classic,The Hawaiian Pizza
2,2,August,Friday,17,29.0,29.0,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,November,Saturday,17,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
1,1,November,Monday,11,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1,1,September,Friday,22,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1,1,July,Wednesday,22,16.25,16.25,M,Supreme,The Calabrese Pizza
1,1,August,Sunday,17,20.25,20.25,L,Supreme,The Sicilian Pizza
2,2,December,Wednesday,12,41.5,41.5,L,Chicken,The Southwest Chicken Pizza
1,1,October,Tuesday,19,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1,1,July,Wednesday,18,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,1,October,Saturday,22,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,November,Thursday,20,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
4,4,December,Friday,20,48.0,48.0,S,Classic,The Big Meat Pizza
3,3,December,Tuesday,12,50.25,50.25,M,Chicken,The California Chicken Pizza
1,1,December,Sunday,13,16.5,16.5,M,Supreme,The Pepper Salami Pizza
